Project;Method;ReleaseID;LOC;CyclomaticComplexity;CognitiveComplexity;Number of Smells;ParameterCount;NestingDepth;StatementCount;LocalVariableCount;ReturnTypeComplexity;MethodHistories;StmtAdded;StmtDeleted;Churn;DistinctAuthors;Bugginess
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getDescriptor;4.1.0;2;1;0;0;0;0;1;0;1;3;9;0;9;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/valueOf;4.1.0;4;2;1;0;1;1;2;0;1;3;16;0;16;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasSubscriberId;4.1.0;2;1;0;0;0;0;1;0;1;2;0;0;0;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSubscriberId;4.1.0;2;1;0;0;0;0;1;0;1;2;0;0;0;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasCreateOrAttach;4.1.0;2;1;0;0;0;0;1;0;1;2;0;0;0;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getCreateOrAttach;4.1.0;2;1;0;0;0;0;1;0;1;2;0;0;0;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasSynchronous;4.1.0;2;1;0;0;0;0;1;0;1;2;0;0;0;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSynchronous;4.1.0;2;1;0;0;0;0;1;0;1;2;0;0;0;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasMessageBound;4.1.0;2;1;0;0;0;0;1;0;1;2;0;0;0;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMessageBound;4.1.0;2;1;0;0;0;0;1;0;1;2;0;0;0;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/initFields;4.1.0;2;1;0;0;0;0;1;0;1;2;4;0;4;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/isInitialized;4.1.0;4;2;1;1;0;1;2;0;1;3;8;0;8;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/writeTo;4.1.0;11;5;4;0;1;1;6;0;1;3;36;0;36;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSerializedSize;4.1.0;16;6;5;0;0;1;10;1;1;2;47;0;47;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;1;0;1;0;1;2;8;0;8;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;2;0;1;0;1;2;12;0;12;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;1;0;1;0;1;2;6;0;6;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;2;0;1;0;1;2;11;0;11;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;1;0;1;0;1;3;7;0;7;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;2;0;1;0;1;3;14;0;14;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseDelimitedFrom;4.1.0;6;2;1;0;1;1;2;1;1;3;19;0;19;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseDelimitedFrom;4.1.0;6;2;1;0;2;1;2;1;1;3;24;0;24;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;1;0;1;0;1;3;9;0;9;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;2;0;1;0;1;3;14;6;20;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder;4.1.0;2;1;0;0;0;0;1;0;1;3;0;0;0;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilderForType;4.1.0;2;1;0;0;0;0;1;0;1;2;0;0;0;1;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder;4.1.0;2;1;0;0;1;0;1;0;1;2;4;0;4;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/toBuilder;4.1.0;2;1;0;0;0;0;1;0;1;1;0;0;0;1;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/create;4.1.0;4;1;0;1;0;0;3;1;1;3;9;0;9;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/internalGetResult;4.1.0;2;1;0;0;0;0;1;0;1;3;5;0;5;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clear;4.1.0;5;2;1;0;0;1;3;0;1;3;16;0;16;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clone;4.1.0;2;1;0;1;0;0;1;0;1;2;3;0;3;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getDescriptorForType;4.1.0;2;1;0;0;0;0;1;0;1;3;9;0;9;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getDefaultInstanceForType;4.1.0;2;1;0;0;0;0;1;0;1;2;4;0;4;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/isInitialized;4.1.0;2;1;0;0;0;0;1;0;1;3;5;0;5;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/build;4.1.0;4;2;1;0;0;1;2;0;1;3;13;0;13;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/buildParsed;4.1.0;4;2;1;1;0;1;2;0;1;3;17;0;17;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/buildPartial;4.1.0;6;2;1;0;0;1;4;1;1;3;21;0;21;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom;4.1.0;6;2;1;0;1;1;1;0;1;3;16;2;18;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom;4.1.0;13;6;5;0;1;1;7;0;1;3;39;16;55;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom;4.1.0;30;10;6;1;2;3;2;4;1;3;115;0;115;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasSubscriberId;4.1.0;2;1;0;0;0;0;1;0;1;3;6;0;6;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSubscriberId;4.1.0;2;1;0;0;0;0;1;0;1;3;6;0;6;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setSubscriberId;4.1.0;6;2;1;2;1;1;4;0;1;3;18;0;18;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearSubscriberId;4.1.0;4;1;0;1;0;0;3;0;1;3;12;0;12;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasCreateOrAttach;4.1.0;2;1;0;0;0;0;1;0;1;3;5;0;5;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getCreateOrAttach;4.1.0;2;1;0;0;0;0;1;0;1;2;4;0;4;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setCreateOrAttach;4.1.0;6;2;1;2;1;1;4;0;1;3;18;0;18;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearCreateOrAttach;4.1.0;4;1;0;1;0;0;3;0;1;3;11;0;11;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasSynchronous;4.1.0;2;1;0;0;0;0;1;0;1;3;6;0;6;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSynchronous;4.1.0;2;1;0;0;0;0;1;0;1;3;6;0;6;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setSynchronous;4.1.0;4;1;0;0;1;0;3;0;1;3;12;0;12;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearSynchronous;4.1.0;4;1;0;0;0;0;3;0;1;3;12;0;12;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasMessageBound;4.1.0;2;1;0;0;0;0;1;0;1;2;4;0;4;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMessageBound;4.1.0;2;1;0;0;0;0;1;0;1;3;6;0;6;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setMessageBound;4.1.0;4;1;0;0;1;0;3;0;1;3;10;0;10;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearMessageBound;4.1.0;4;1;0;0;0;0;3;0;1;3;11;0;11;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getDefaultInstance;4.1.0;2;1;0;0;0;0;1;0;1;2;4;0;4;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getDefaultInstanceForType;4.1.0;2;1;0;0;0;0;1;0;1;3;6;0;6;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getDescriptor;4.1.0;2;1;0;0;0;0;1;0;1;3;9;0;9;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/internalGetFieldAccessorTable;4.1.0;2;1;0;0;0;0;1;0;1;3;7;0;7;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasCreateOrAttach;4.1.0;2;1;0;0;0;0;1;0;1;3;0;0;0;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getCreateOrAttach;4.1.0;2;1;0;0;0;0;1;0;1;3;0;0;0;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasMessageBound;4.1.0;2;1;0;0;0;0;1;0;1;3;0;0;0;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMessageBound;4.1.0;2;1;0;0;0;0;1;0;1;3;0;0;0;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/initFields;4.1.0;2;1;0;0;0;0;1;0;1;3;6;0;6;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/isInitialized;4.1.0;2;1;0;0;0;0;1;0;1;3;6;0;6;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/writeTo;4.1.0;7;3;2;0;1;1;4;0;1;3;30;0;30;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSerializedSize;4.1.0;12;4;3;0;0;1;8;1;1;3;41;0;41;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;1;0;1;0;1;3;12;0;12;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;2;0;1;0;1;3;15;0;15;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;1;0;1;0;1;3;9;0;9;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;2;0;1;0;1;3;15;0;15;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;1;0;1;0;1;3;9;0;9;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;2;0;1;0;1;3;16;0;16;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseDelimitedFrom;4.1.0;6;2;1;0;1;1;2;1;1;3;19;0;19;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseDelimitedFrom;4.1.0;6;2;1;0;2;1;2;1;1;3;28;0;28;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;1;0;1;0;1;3;12;0;12;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;2;0;1;0;1;3;17;0;17;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder;4.1.0;2;1;0;0;0;0;1;0;1;2;0;0;0;1;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilderForType;4.1.0;2;1;0;0;0;0;1;0;1;2;0;0;0;1;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder;4.1.0;2;1;0;0;1;0;1;0;1;3;6;2;8;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/toBuilder;4.1.0;2;1;0;0;0;0;1;0;1;2;0;0;0;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/create;4.1.0;4;1;0;1;0;0;3;1;1;3;12;0;12;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/internalGetResult;4.1.0;2;1;0;0;0;0;1;0;1;3;4;0;4;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clear;4.1.0;5;2;1;0;0;1;3;0;1;3;19;0;19;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clone;4.1.0;2;1;0;1;0;0;1;0;1;3;5;0;5;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getDescriptorForType;4.1.0;2;1;0;0;0;0;1;0;1;3;9;0;9;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getDefaultInstanceForType;4.1.0;2;1;0;0;0;0;1;0;1;2;4;0;4;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/isInitialized;4.1.0;2;1;0;0;0;0;1;0;1;3;6;0;6;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/build;4.1.0;4;2;1;0;0;1;2;0;1;3;15;0;15;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/buildParsed;4.1.0;4;2;1;1;0;1;2;0;1;3;17;7;24;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/buildPartial;4.1.0;6;2;1;0;0;1;4;1;1;3;22;8;30;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom;4.1.0;6;2;1;0;1;1;1;0;1;3;21;1;22;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom;4.1.0;9;4;3;0;1;1;5;0;1;3;30;0;30;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom;4.1.0;24;8;6;1;2;3;2;4;1;3;101;0;101;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasCreateOrAttach;4.1.0;2;1;0;0;0;0;1;0;1;3;6;0;6;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getCreateOrAttach;4.1.0;2;1;0;0;0;0;1;0;1;3;6;0;6;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setCreateOrAttach;4.1.0;6;2;1;2;1;1;4;0;1;3;17;0;17;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearCreateOrAttach;4.1.0;4;1;0;1;0;0;3;0;1;3;12;0;12;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasMessageBound;4.1.0;2;1;0;0;0;0;1;0;1;2;4;0;4;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMessageBound;4.1.0;2;1;0;0;0;0;1;0;1;3;6;0;6;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setMessageBound;4.1.0;4;1;0;0;1;0;3;0;1;3;12;0;12;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearMessageBound;4.1.0;4;1;0;0;0;0;3;0;1;3;10;0;10;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getDefaultInstance;4.1.0;2;1;0;0;0;0;1;0;1;3;6;0;6;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getDefaultInstanceForType;4.1.0;2;1;0;0;0;0;1;0;1;3;5;0;5;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getDescriptor;4.1.0;2;1;0;0;0;0;1;0;1;3;9;0;9;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/internalGetFieldAccessorTable;4.1.0;2;1;0;0;0;0;1;0;1;3;7;0;7;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasSubscriberId;4.1.0;2;1;0;0;0;0;1;0;1;3;0;0;0;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSubscriberId;4.1.0;2;1;0;0;0;0;1;0;1;3;0;0;0;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasMsgId;4.1.0;2;1;0;0;0;0;1;0;1;2;0;0;0;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getMsgId;4.1.0;2;1;0;0;0;0;1;0;1;3;0;0;0;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/initFields;4.1.0;2;1;0;0;0;0;1;0;1;3;6;0;6;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/isInitialized;4.1.0;8;4;3;1;0;1;4;0;1;3;14;0;14;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/writeTo;4.1.0;7;3;2;0;1;1;4;0;1;3;27;0;27;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSerializedSize;4.1.0;12;4;3;0;0;1;8;1;1;3;48;0;48;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;1;0;1;0;1;3;12;0;12;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;2;0;1;0;1;3;13;0;13;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;1;0;1;0;1;2;6;0;6;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;2;0;1;0;1;3;16;0;16;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;1;0;1;0;1;3;9;0;9;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;2;0;1;0;1;3;16;0;16;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseDelimitedFrom;4.1.0;6;2;1;0;1;1;2;1;1;2;16;0;16;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseDelimitedFrom;4.1.0;6;2;1;0;2;1;2;1;1;2;20;0;20;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;1;0;1;0;1;3;9;0;9;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/parseFrom;4.1.0;2;1;0;0;2;0;1;0;1;3;17;0;17;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder;4.1.0;2;1;0;0;0;0;1;0;1;2;0;0;0;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilderForType;4.1.0;2;1;0;0;0;0;1;0;1;2;0;0;0;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder;4.1.0;2;1;0;0;1;0;1;0;1;2;3;0;3;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/toBuilder;4.1.0;2;1;0;0;0;0;1;0;1;2;0;0;0;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/create;4.1.0;4;1;0;1;0;0;3;1;1;3;12;0;12;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/internalGetResult;4.1.0;2;1;0;0;0;0;1;0;1;2;4;0;4;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clear;4.1.0;5;2;1;0;0;1;3;0;1;3;15;0;15;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clone;4.1.0;2;1;0;1;0;0;1;0;1;2;3;0;3;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getDescriptorForType;4.1.0;2;1;0;0;0;0;1;0;1;3;7;0;7;2;Yes
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getDefaultInstanceForType;4.1.0;2;1;0;0;0;0;1;0;1;2;4;0;4;2;No
Bookkeeper;../bookkeeper/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/isInitialized;4.1.0;2;1;0;0;0;0;1;0;1;3;5;0;5;2;Yes
