Project;Method;ReleaseID;LOC;CyclomaticComplexity;CognitiveComplexity;Number of Smells;ParameterCount;NestingDepth;StatementCount;LocalVariableCount;ReturnTypeComplexity;MethodHistories;StmtAdded;StmtDeleted;Churn;DistinctAuthors;Bugginess
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom;4.2.0;2;1;0;0;1;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom;4.2.0;2;1;0;0;2;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom;4.2.0;2;1;0;0;1;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom;4.2.0;2;1;0;0;2;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom;4.2.0;2;1;0;0;1;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom;4.2.0;2;1;0;0;2;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseDelimitedFrom;4.2.0;6;2;1;0;1;1;2;1;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseDelimitedFrom;4.2.0;6;2;1;0;2;1;2;1;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom;4.2.0;2;1;0;0;1;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom;4.2.0;2;1;0;0;2;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/newBuilder;4.2.0;2;1;0;0;0;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/newBuilderForType;4.2.0;2;1;0;0;0;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/newBuilder;4.2.0;2;1;0;0;1;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/toBuilder;4.2.0;2;1;0;0;0;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/newBuilderForType;4.2.0;4;1;0;0;1;0;2;1;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getDescriptor;4.2.0;2;1;0;0;0;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/internalGetFieldAccessorTable;4.2.0;2;1;0;0;0;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/maybeForceBuilderInitialization;4.2.0;3;2;1;1;0;1;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/create;4.2.0;2;1;0;1;0;0;1;0;1;1;2;0;2;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clear;4.2.0;24;2;1;1;0;1;19;0;1;1;2;0;2;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clone;4.2.0;2;1;0;1;0;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getDescriptorForType;4.2.0;2;1;0;0;0;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getDefaultInstanceForType;4.2.0;2;1;0;0;0;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/build;4.2.0;5;2;1;0;0;1;3;1;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/buildParsed;4.2.0;5;2;1;1;0;1;3;1;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/buildPartial;4.2.0;38;11;11;3;0;2;23;3;1;2;12;0;12;2;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/mergeFrom;4.2.0;6;2;1;0;1;1;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/mergeFrom;4.2.0;40;16;17;4;1;3;12;0;1;2;9;0;9;2;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/isInitialized;4.2.0;13;7;7;0;0;2;6;1;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/mergeFrom;4.2.0;62;16;7;3;2;3;2;7;1;2;21;0;21;2;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasQuorumSize;4.2.0;2;1;0;1;0;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getQuorumSize;4.2.0;2;1;0;1;0;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setQuorumSize;4.2.0;5;1;0;0;1;0;4;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearQuorumSize;4.2.0;5;1;0;0;0;0;4;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasEnsembleSize;4.2.0;2;1;0;1;0;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getEnsembleSize;4.2.0;2;1;0;1;0;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setEnsembleSize;4.2.0;5;1;0;0;1;0;4;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearEnsembleSize;4.2.0;5;1;0;0;0;0;4;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasLength;4.2.0;2;1;0;1;0;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getLength;4.2.0;2;1;0;1;0;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setLength;4.2.0;5;1;0;0;1;0;4;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearLength;4.2.0;5;1;0;0;0;0;4;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasLastEntryId;4.2.0;2;1;0;1;0;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getLastEntryId;4.2.0;2;1;0;1;0;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setLastEntryId;4.2.0;5;1;0;0;1;0;4;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearLastEntryId;4.2.0;5;1;0;0;0;0;4;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasState;4.2.0;2;1;0;1;0;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getState;4.2.0;2;1;0;1;0;0;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setState;4.2.0;7;2;1;1;1;1;5;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearState;4.2.0;5;1;0;0;0;0;4;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/ensureSegmentIsMutable;4.2.0;4;2;1;1;0;1;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getSegmentList;4.2.0;5;2;1;1;0;1;1;0;2;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getSegmentCount;4.2.0;5;2;1;1;0;1;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getSegment;4.2.0;5;2;1;1;1;1;1;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setSegment;4.2.0;10;3;3;1;2;2;2;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setSegment;4.2.0;8;2;1;0;2;1;2;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/addSegment;4.2.0;10;3;3;1;1;2;2;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/addSegment;4.2.0;10;3;3;1;2;2;2;0;1;0;0;0;0;0;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/addSegment;4.2.0;8;2;1;0;1;1;2;0;1;0;0;0;0;0;No
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/addSegment;4.2.0;8;2;1;0;2;1;2;0;1;0;0;0;0;0;No
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/addAllSegment;4.2.0;8;2;1;0;1;1;2;0;1;0;0;0;0;0;No
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearSegment;4.2.0;8;2;1;0;0;1;2;0;1;0;0;0;0;0;No
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/removeSegment;4.2.0;8;2;1;0;1;1;2;0;1;0;0;0;0;0;No
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getSegmentBuilder;4.2.0;2;1;0;0;1;0;1;0;1;0;0;0;0;0;No
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getSegmentOrBuilder;4.2.0;5;2;1;1;1;1;1;0;1;0;0;0;0;0;No
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getSegmentOrBuilderList;4.2.0;5;2;1;1;0;1;1;0;2;1;7;0;7;1;No
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/addSegmentBuilder;4.2.0;2;1;0;0;0;0;1;0;1;1;3;0;3;1;No
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/addSegmentBuilder;4.2.0;2;1;0;0;1;0;1;0;1;1;4;0;4;1;No
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getSegmentBuilderList;4.2.0;2;1;0;0;0;0;1;0;2;1;3;0;3;1;No
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getSegmentFieldBuilder;4.2.0;5;2;1;0;0;1;2;0;4;1;13;0;13;1;No
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasDigestType;4.2.0;2;1;0;1;0;0;1;0;1;1;2;0;2;1;No
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getDigestType;4.2.0;2;1;0;1;0;0;1;0;1;1;2;0;2;1;No
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setDigestType;4.2.0;7;2;1;1;1;1;5;0;1;1;3;0;3;1;No
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearDigestType;4.2.0;5;1;0;0;0;0;4;0;1;0;0;0;0;0;No
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasPassword;4.2.0;2;1;0;1;0;0;1;0;1;1;2;0;2;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getPassword;4.2.0;2;1;0;1;0;0;1;0;1;1;2;0;2;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setPassword;4.2.0;7;2;1;1;1;1;5;0;1;1;8;0;8;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearPassword;4.2.0;5;1;0;1;0;0;4;0;1;2;6;0;6;2;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasAckQuorumSize;4.2.0;2;1;0;1;0;0;1;0;1;3;6;0;6;2;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getAckQuorumSize;4.2.0;2;1;0;1;0;0;1;0;1;3;5;0;5;2;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setAckQuorumSize;4.2.0;5;1;0;0;1;0;4;0;1;2;10;0;10;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearAckQuorumSize;4.2.0;5;1;0;0;0;0;4;0;1;3;11;0;11;2;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasType;4.2.0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getType;4.2.0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasVersion;4.2.0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getVersion;4.2.0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getDefaultInstance;4.2.0;2;1;0;0;0;0;1;0;1;1;2;0;2;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getDefaultInstanceForType;4.2.0;2;1;0;0;0;0;1;0;1;1;2;0;2;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getDescriptor;4.2.0;2;1;0;0;0;0;1;0;1;1;3;0;3;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/internalGetFieldAccessorTable;4.2.0;2;1;0;0;0;0;1;0;1;1;3;0;3;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasType;4.2.0;2;1;0;1;0;0;1;0;1;1;2;0;2;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getType;4.2.0;10;3;3;1;0;2;2;3;1;1;13;0;13;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getTypeBytes;4.2.0;8;2;1;0;0;1;2;2;1;1;10;0;10;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasVersion;4.2.0;2;1;0;1;0;0;1;0;1;1;2;0;2;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getVersion;4.2.0;2;1;0;1;0;0;1;0;1;1;2;0;2;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/initFields;4.2.0;3;1;0;0;0;0;2;0;1;1;3;0;3;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/isInitialized;4.2.0;12;4;3;0;0;1;6;1;1;1;14;0;14;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/writeTo;4.2.0;7;3;2;0;1;1;4;0;1;1;10;0;10;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getSerializedSize;4.2.0;12;4;3;0;0;1;8;1;1;1;16;0;16;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/writeReplace;4.2.0;3;1;0;0;0;0;1;0;1;1;4;0;4;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom;4.2.0;2;1;0;0;1;0;1;0;1;1;4;0;4;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom;4.2.0;2;1;0;0;2;0;1;0;1;1;6;0;6;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom;4.2.0;2;1;0;0;1;0;1;0;1;1;3;0;3;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom;4.2.0;2;1;0;0;2;0;1;0;1;1;6;0;6;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom;4.2.0;2;1;0;0;1;0;1;0;1;1;3;0;3;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom;4.2.0;2;1;0;0;2;0;1;0;1;1;6;0;6;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseDelimitedFrom;4.2.0;6;2;1;0;1;1;2;1;1;1;8;0;8;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseDelimitedFrom;4.2.0;6;2;1;0;2;1;2;1;1;1;10;0;10;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom;4.2.0;2;1;0;0;1;0;1;0;1;1;4;0;4;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom;4.2.0;2;1;0;0;2;0;1;0;1;1;6;0;6;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/newBuilder;4.2.0;2;1;0;0;0;0;1;0;1;1;0;0;0;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/newBuilderForType;4.2.0;2;1;0;0;0;0;1;0;1;1;0;0;0;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/newBuilder;4.2.0;2;1;0;0;1;0;1;0;1;1;2;0;2;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/toBuilder;4.2.0;2;1;0;0;0;0;1;0;1;1;0;0;0;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/newBuilderForType;4.2.0;4;1;0;0;1;0;2;1;1;1;5;0;5;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getDescriptor;4.2.0;2;1;0;0;0;0;1;0;1;1;3;0;3;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/internalGetFieldAccessorTable;4.2.0;2;1;0;0;0;0;1;0;1;1;3;0;3;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/maybeForceBuilderInitialization;4.2.0;2;2;1;1;0;1;1;0;1;1;3;0;3;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/create;4.2.0;2;1;0;1;0;0;1;0;1;1;2;0;2;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clear;4.2.0;7;1;0;0;0;0;6;0;1;1;7;0;7;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clone;4.2.0;2;1;0;1;0;0;1;0;1;1;2;0;2;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getDescriptorForType;4.2.0;2;1;0;0;0;0;1;0;1;1;3;0;3;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getDefaultInstanceForType;4.2.0;2;1;0;0;0;0;1;0;1;1;2;0;2;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/build;4.2.0;5;2;1;0;0;1;3;1;1;1;6;0;6;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/buildParsed;4.2.0;5;2;1;1;0;1;3;1;1;1;8;0;8;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/buildPartial;4.2.0;13;3;2;1;0;1;10;3;1;1;15;0;15;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/mergeFrom;4.2.0;6;2;1;0;1;1;1;0;1;1;7;0;7;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/mergeFrom;4.2.0;9;4;3;0;1;1;5;0;1;1;10;0;10;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/isInitialized;4.2.0;6;3;2;1;0;1;3;0;1;1;10;0;10;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/mergeFrom;4.2.0;23;7;5;1;2;3;2;2;1;1;35;0;35;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasType;4.2.0;2;1;0;1;0;0;1;0;1;1;2;0;2;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getType;4.2.0;8;2;1;1;0;1;2;2;1;1;9;0;9;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setType;4.2.0;7;2;1;1;1;1;5;0;1;1;8;0;8;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearType;4.2.0;5;1;0;0;0;0;4;0;1;1;5;0;5;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setType;4.2.0;4;1;0;0;1;0;3;0;1;1;4;0;4;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasVersion;4.2.0;2;1;0;1;0;0;1;0;1;1;2;0;2;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getVersion;4.2.0;2;1;0;1;0;0;1;0;1;1;2;0;2;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setVersion;4.2.0;5;1;0;0;1;0;4;0;1;1;5;0;5;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearVersion;4.2.0;5;1;0;0;0;0;4;0;1;1;5;0;5;1;Yes
Bookkeeper;../bookkeeper/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getReplicaList;4.2.0;1;1;0;0;0;0;0;0;2;1;0;0;0;1;Yes
