NaiveBayes_FS=false_SMOTE=false,false,false,42,0,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,6,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,6,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
