Classifier,FeatureSelection,SMOTE,Precision,Recall,AUC,Kappa,NPofB20
NaiveBayes,false,false,0,8504,0,7962,0,8531,0,3394,0,4847
NaiveBayes,false,false,0,8504,0,7962,0,8531,0,3394,0,4847
RandomForest,false,false,0,8925,0,7624,0,8153,0,4192,0,6284
IBk,false,false,0,8655,0,7513,0,7996,0,3682,0,5675
NaiveBayes,false,false,0,7664,0,7800,0,8417,0,3942,0,4658
RandomForest,false,false,0,7160,0,7223,0,8161,0,2908,0,3642
IBk,false,false,0,7355,0,7456,0,8110,0,3364,0,3878
